LA_Name,LSOA_Code,LA_Code,Service_users_LSOA,GP_PT_walk_mins,GP_PT_15mins_perc
Fylde,E01025027,E07000119,776.029693603516,15.0518078810478,57.6271186440678
Fylde,E01025028,E07000119,597.36750793457,16.9057791363915,25.6880743318674
Fylde,E01025029,E07000119,1012.78453063965,22.4473595058742,0
Fylde,E01025030,E07000119,748.627532958984,22.8065152226737,0
Fylde,E01025031,E07000119,586.406616210938,22.0483926850496,0
Hyndburn,E01025032,E07000120,631.373504638672,8.00239867498597,100
Hyndburn,E01025033,E07000120,825.799674987793,13.9222677641082,72.4907068108356
Hyndburn,E01025034,E07000120,735.749656677246,11.7692071173922,100
Hyndburn,E01025035,E07000120,662.072357177734,12.2904790003757,80.989180718852
Hyndburn,E01025036,E07000120,801.240585327148,5.35839080642819,100
Hyndburn,E01025037,E07000120,638.536552429199,11.2538462486803,81.4102562800511
Hyndburn,E01025038,E07000120,613.977447509766,19.1665165732229,0
Hyndburn,E01025039,E07000120,503.46150970459,19.3038419475614,0
Hyndburn,E01025040,E07000120,638.536560058594,16.8164262792582,19.2307695064981
Hyndburn,E01025041,E07000120,675.375221252441,4.92922732847793,100
Hyndburn,E01025042,E07000120,633.420093536377,8.53403878433894,100
Hyndburn,E01025044,E07000120,511.647872924805,7.12017996251389,100
Hyndburn,E01025045,E07000120,525.974021911621,11.9319455400376,100
Hyndburn,E01025046,E07000120,642.62971496582,2.97660828699931,100
Hyndburn,E01025048,E07000120,705.050788879395,13.2255297177468,81.5674900051581
Hyndburn,E01025049,E07000120,798.170700073242,5.62562834290339,100
Hyndburn,E01025050,E07000120,652.862701416016,8.32142632243362,100
Hyndburn,E01025051,E07000120,616.024047851563,13.6435880856101,100
Hyndburn,E01025052,E07000120,652.862724304199,12.6804857822893,81.6614432499744
Hyndburn,E01025053,E07000120,655.932586669922,15.4466458489927,60.0624027646557
Hyndburn,E01025054,E07000120,786.91446685791,10.0197009995267,80.3641086565975
Hyndburn,E01025055,E07000120,724.49340057373,3.99088989343625,100
Hyndburn,E01025056,E07000120,620.117248535156,9.45006604401251,100
